OID_;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstige;ULICHTVERH;IstGkfz;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;UIDENTSTLAE;IstStrassenzustand
73171;08;2;12;000;2021;03;12;4;3;5;2;1;1;0;0;0;0;0;455632,450624942779541;5427048,187226984649897;8,393471969000075;48,994739222000078;08210310212402682480;0
73172;08;3;17;126;2021;02;13;3;2;5;3;1;1;0;0;0;0;0;442858,357689603231847;5380169,015214541926980;8,225375491000023;48,572005026000056;08210223317100577800;0
73179;08;3;17;089;2021;03;15;1;3;0;7;1;0;0;0;0;0;0;428775,206700179725885;5378897,374455014243722;8,034704418000047;48,559124105000080;08210307317100620740;0
73180;08;3;15;072;2021;03;16;3;2;5;3;1;1;0;0;0;0;0;402568,594411733560264;5319872,200563445687294;7,693234440000026;48,024705293000068;08210302311100632650;0
73186;08;2;15;046;2021;02;08;5;2;6;4;0;1;1;0;0;0;0;451137,063748863525689;5414769,792922217398882;8,333494030000054;48,883954415000062;08210218212702570700;0
73200;08;3;15;131;2021;03;08;3;3;5;3;1;1;0;0;0;0;0;403709,699999976903200;5309675,867999494075775;7,710820807000061;47,933162982000056;08210309311010612850;0
73202;08;3;35;075;2021;02;12;2;3;5;3;1;0;0;0;0;0;0;487583,076230748556554;5289929,114989707246423;8,834301981000067;47,762609658000031;08210222335000571320;0
73206;08;3;11;000;2021;03;15;5;3;2;5;1;1;0;0;0;0;0;415243,670404373668134;5319673,224053829908371;7,863236686000050;48,024723194000046;08210304311010614730;0
73207;08;3;15;052;2021;02;12;7;1;0;1;1;0;0;0;0;0;0;432490,991181530058384;5308501,598183235153556;8,096281962000035;47,926278037000031;08210220311010589980;0
73209;08;4;15;061;2021;03;12;6;3;5;2;1;1;0;0;0;0;0;514891,924628015607595;5370061,109690837562084;9,201525986000036;48,483499884000025;08210312415400642390;0
73218;08;1;36;050;2021;03;16;6;3;5;2;1;1;0;0;0;0;0;581565,441012643277645;5404244,505505546927452;10,110413900000026;48,785847443000080;08210312136100629350;0
73233;08;1;25;065;2021;02;05;5;2;6;4;0;1;1;0;0;2;0;516249,080000001937151;5447463,254999538883567;9,222959967000065;49,179761522000035;08210218121500560830;0
73234;08;1;11;000;2021;03;13;7;3;6;4;0;1;1;0;0;0;0;507968,861839185468853;5397032,835638415068388;9,108357239000043;48,726269373000036;08210306111500616070;0
73235;08;1;19;069;2021;02;15;1;2;0;1;1;0;0;0;0;0;0;533355,281039186753333;5434476,119870886206627;9,456601270000021;49,062248758000067;08210228119010600350;0
73236;08;1;16;077;2021;02;12;1;3;5;2;1;0;0;1;0;0;0;518181,912014068104327;5390412,009008174762130;9,246937563000074;48,666494084000078;08210221116200588790;0
73238;08;3;16;009;2021;02;11;5;3;5;3;1;0;0;0;0;0;1;419550,081525067798793;5324999,222093492746353;7,919982592000054;48,073190210000064;08210225316200602190;0
73244;08;2;15;109;2021;03;22;5;3;0;7;1;0;0;0;0;2;0;464340,782108643092215;5437943,188343696296215;8,511555531000056;49,093306546000065;08210304215102620410;1
73254;08;4;36;009;2021;02;15;2;2;2;6;1;0;0;0;0;0;0;560573,467244883999228;5310603,269154146313667;9,811180397000044;47,945878520000065;08210222436000586150;0
73269;08;1;36;088;2021;02;13;5;2;0;7;1;0;0;0;0;0;0;575099,302401557564735;5411806,384803345426917;10,023785015000044;48,854676870000048;08210225136100588280;0
73273;08;2;36;072;2021;03;11;5;3;6;7;1;0;1;0;0;0;0;465833,344000001437962;5408927,825999526306987;8,534435162000023;48,832387151000034;08210311231202650770;1
73274;08;4;35;020;2021;02;14;3;3;3;6;1;1;0;0;0;0;0;522934,702883307822049;5296618,791236620396376;9,306404863000068;47,822510816000033;08210223435200579600;0
73278;08;2;26;012;2021;02;18;1;3;5;3;1;1;0;0;0;1;0;476251,174287659116089;5477200,128888266161084;8,672365321000029;49,446999582000046;08210228221300598870;0
73281;08;3;17;059;2021;02;16;4;3;8;1;1;0;0;1;0;0;0;414419,878295021131635;5348507,334020143374801;7,846390121000070;48,283979848000058;08210224317050586660;0
73282;08;2;15;009;2021;03;15;2;3;0;7;1;0;0;0;0;0;0;468983,541185456328094;5442952,009908314794302;8,574763086000075;49,138613396000039;08210315215402627710;0
73289;08;4;35;057;2021;03;16;6;3;0;1;1;0;0;0;0;0;0;543018,184780666604638;5279207,477821676060557;9,572985385000038;47,664829145000056;08210305435100607130;0
73295;08;1;27;009;2021;03;15;3;2;0;1;1;0;0;0;0;0;0;557706,598358046263456;5447521,411225039511919;9,791786575000060;49,177785570000026;08210302127010610190;0
73320;08;3;11;000;2021;02;16;1;3;3;6;1;1;0;0;0;0;0;414717,639411841519177;5316017,616673892363906;7,856909903000030;47,991769595000051;08210214311010576290;2
73336;08;1;25;048;2021;02;13;1;3;8;1;1;0;0;0;0;0;0;534054,046000001020730;5460992,083999540656805;9,468412048000062;49,300722488000076;08210221126200569820;1
73343;08;3;15;113;2021;02;15;3;3;3;1;1;1;0;0;0;0;0;440203,103266889229417;5309891,024747965857387;8,199317090000022;47,939543863000040;08210223311500592630;0
73358;08;1;15;053;2021;02;09;7;2;6;4;0;1;1;0;0;0;0;482890,052062400616705;5380134,078197130933404;8,768045211000072;48,574062686000048;08210213115200572580;0
73364;08;4;35;052;2021;02;13;1;3;8;7;1;0;0;0;0;0;0;525327,544451268389821;5291892,787340873852372;9,338096379000035;47,779899563000072;08210221435200569860;0
73365;08;2;21;000;2021;02;09;3;3;2;2;1;0;0;0;1;0;0;476556,806877423077822;5472835,458197036758065;8,676839673000075;49,407752091000077;08210216221200555370;0
73370;08;3;15;084;2021;03;17;4;2;5;2;1;0;0;0;0;0;0;417665,477306094951928;5305910,881010064855218;7,898347711000042;47,901239771000064;08210310311010637460;0
73391;08;3;27;046;2021;02;17;5;1;6;4;0;1;1;0;0;0;0;479732,695082647725940;5324380,521652340888977;8,727923044000022;48,072377375000030;08210225325000593940;0
73393;08;3;36;105;2021;03;08;2;2;5;3;1;1;0;0;0;0;0;401543,303999971598387;5267082,075999483466148;7,691462138000077;47,549692905000029;08210301336200618120;0
73397;08;2;15;099;2021;03;15;3;3;5;3;1;1;0;0;0;0;0;463104,481097796000540;5446491,995213827118278;8,493839633000050;49,170130677000031;08210309215502634160;0
73402;08;1;16;049;2021;03;13;7;2;6;2;0;1;1;0;0;0;0;524408,407682664692402;5387757,366229258477688;9,331344871000056;48,642400586000065;08210306116010615850;0
73410;08;3;36;069;2021;03;06;2;3;5;3;1;1;0;0;0;0;0;407670,115706453099847;5267397,260603616014123;7,772804391000022;47,553428285000052;08210308336200618520;0
73416;08;4;15;091;2021;02;10;6;3;6;4;0;1;1;0;0;0;0;513376,594556442461908;5359588,319635989144444;9,180685386000050;48,389315964000048;08210212415300551700;1
73422;08;3;25;053;2021;03;18;2;3;2;6;1;0;0;0;1;2;0;456756,006143143400550;5341160,573829017579556;8,417781277000074;48,222194700000045;08210301325000611650;0
73436;08;3;35;043;2021;02;18;4;3;0;1;1;0;0;0;0;2;0;511069,722000000067055;5281871,267999488860369;9,147515460000022;47,690133013000036;08210224335100576020;0
73444;08;2;15;064;2021;03;08;7;2;6;4;0;1;1;0;0;0;0;478962,396078026853502;5451829,477254454046488;8,711106937000068;49,218890983000051;08210313215202621150;0
73448;08;4;36;011;2021;03;05;3;2;5;3;1;1;0;0;0;2;0;549059,674750181846321;5297903,648916205391288;9,655559564000043;47,832608450000066;08210302436400615840;0
73456;08;3;36;069;2021;02;14;2;3;2;7;1;1;0;0;0;0;0;409661,212514091283083;5268918,002739848569036;7,798950178000041;47,567388813000036;08210215336200576870;1
73478;08;4;26;070;2021;03;07;4;3;2;3;1;1;0;0;0;0;0;565299,155895758420229;5341001,168672950938344;9,879105318000029;48,218873742000028;08210317426200669840;0
73483;08;1;16;080;2021;02;14;5;3;4;2;1;1;0;0;0;0;0;518726,711817552335560;5397297,518367877230048;9,254648916000065;48,728420043000028;08210225116200578350;0
73484;08;4;21;000;2021;03;14;1;3;9;1;1;0;0;0;0;0;0;574320,675375974737108;5363558,574893340468407;10,004517772000042;48,420791780000059;08210314421200625260;1
73488;08;1;11;000;2021;02;12;3;3;2;6;1;1;0;0;0;0;0;514767,202342790551484;5403088,046974897384644;9,201014956000051;48,780617732000053;08210223111500571910;0
73498;08;4;36;081;2021;03;13;2;3;5;3;1;1;0;0;0;0;0;562571,504686281085014;5282876,564922893419862;9,833929865000073;47,696242851000079;08210301436300775110;0
73500;08;3;26;074;2021;03;11;2;3;5;3;1;1;0;0;0;0;0;465451,901000000536442;5323804,086999500170350;8,536263324000060;48,066577473000052;08210315326200636170;1
73502;08;3;16;009;2021;03;13;7;3;0;7;1;0;0;0;0;0;0;419636,185999990440905;5325092,855999501422048;7,921120699000028;48,074043350000068;08210313316200635490;1
73510;08;2;16;043;2021;03;11;2;1;8;7;1;0;0;0;0;0;0;441821,752558936364949;5411911,465225767344236;8,206848462000039;48,857439511000052;08210301211000618490;0
73520;08;4;35;029;2021;03;14;7;3;0;1;1;0;0;0;0;0;0;543818,689000001177192;5271773,250999491661787;9,582902948000026;47,597887427000046;08210306435100609030;0
73531;08;1;11;000;2021;02;11;5;3;5;2;1;1;0;0;0;0;0;517802,862000000663102;5406182,005999524146318;9,242470874000048;48,808371075000082;08210218111500560430;0
73536;08;1;25;069;2021;03;17;5;3;8;3;1;0;0;0;1;0;0;524330,689033087342978;5454135,515248795971274;9,334253596000053;49,239512089000073;08210318121500658120;0
73538;08;1;11;000;2021;03;14;3;3;6;7;0;0;1;0;1;0;0;510594,761990644037724;5402007,239445619285107;9,144191002000071;48,770979913000076;08210309111500612580;0
73545;08;2;26;081;2021;03;05;2;3;6;6;0;0;1;0;1;2;0;496831,429000000469387;5475862,491999549791217;8,956297269000061;49,435423447000062;08210315226100623870;1
73555;08;4;36;081;2021;03;12;5;2;2;6;1;1;0;0;0;0;0;562376,548132740892470;5284236,881716124713421;9,831526447000044;47,708500075000075;08210304436500613760;0
73558;08;4;36;082;2021;03;07;6;3;4;2;1;1;0;0;0;0;0;546991,667215539142489;5296711,608204206451774;9,627798233000021;47,822038222000060;08210312436400630540;0
73562;08;3;27;046;2021;03;16;2;2;6;4;0;1;1;0;0;0;0;479963,994143478572369;5324474,148207848891616;8,731023675000074;48,073227041000052;08210301325000603570;0
73576;08;2;21;000;2021;02;13;2;3;5;5;1;1;0;0;0;0;0;476267,148206592537463;5472957,547594076022506;8,672839549000059;49,408839037000064;08210215221200553990;0
73579;08;4;35;057;2021;02;12;6;3;0;1;1;0;0;0;0;0;0;544587,036495554260910;5279151,949724698439240;9,593875071000070;47,664223291000042;08210226435100579620;0
73582;08;1;18;018;2021;02;12;3;3;6;6;1;0;1;0;0;0;0;513661,589493878185749;5429842,474922996014357;9,186860202000048;49,021318450000081;08210223118100600510;0
73615;08;4;25;033;2021;03;17;3;3;8;1;1;0;0;0;0;0;0;553782,349000002257526;5346965,660999508574605;9,724829635000049;48,273611727000059;08210302425000603730;0
73620;08;1;18;048;2021;03;16;4;3;5;1;1;1;0;0;0;0;0;515701,310980864800513;5415115,039871297776699;9,214190929000040;48,888787433000061;08210303118400620100;0
73627;08;3;17;153;2021;03;16;7;3;5;3;1;1;0;0;0;0;0;418196,855999988503754;5388976,359999516978860;7,889378203000035;48,648488977000056;08210306317200612910;0
73628;08;2;37;027;2021;02;11;1;3;0;1;1;0;0;0;0;0;0;484348,220112886279821;5366636,505791816860437;8,788319464000040;48,452672350000057;08210228237200592660;0
73631;08;3;36;019;2021;02;09;4;3;6;7;0;1;1;0;0;0;0;394560,439895753748715;5275895,222893320024014;7,596566088000031;47,627872145000026;08210224336400596240;0
73640;08;3;15;022;2021;03;08;1;3;5;2;1;1;0;0;0;0;0;397657,781522064469755;5300892,898689499124885;7,631901017000075;47,853224066000053;08210314311400622760;0
73655;08;4;21;000;2021;02;15;3;3;3;2;1;1;0;0;0;0;0;571412,215819659642875;5361236,774469992145896;9,964817760000074;48,400243004000060;08210223421300591950;0
73659;08;3;15;108;2021;03;07;2;3;5;3;1;1;0;0;0;1;0;403803,785057843662798;5302808,662623617798090;7,713611662000062;47,871406136000076;08210301311400603030;0
73662;08;2;26;013;2021;02;14;4;2;4;2;1;1;0;0;0;0;0;499581,048946954309940;5479940,108735047280788;8,994217275000040;49,472109340000031;08210224226100578050;0
73672;08;1;16;050;2021;03;11;2;3;0;1;1;0;0;0;0;0;0;528137,517000001855195;5386869,134999519214034;9,381906225000023;48,634253326000078;08210301116500615360;0
73673;08;1;15;016;2021;02;15;1;2;5;3;1;1;0;0;0;0;0;491117,409000000916421;5378028,708999514579773;8,879625773000043;48,555292854000072;08210221115200590270;0
73689;08;1;18;019;2021;02;14;1;2;0;1;1;0;0;0;0;0;0;504566,436069128103554;5404080,909503089264035;9,062170715000036;48,789707998000040;08210214118200550460;0
73694;08;3;25;061;2021;03;16;3;2;0;7;1;1;0;0;0;0;0;473208,899914081208408;5351612,897460727021098;8,638627681000060;48,317138227000044;08210309325102624880;0
73696;08;4;26;044;2021;02;16;2;3;0;1;1;0;0;0;0;0;0;575427,897153625264764;5327015,728405732661486;10,012965588000043;48,091943854000078;08210222426010574440;0
73708;08;1;27;063;2021;02;17;3;3;5;3;1;0;0;1;0;0;0;565563,829839765094221;5434248,026362564414740;9,897425195000039;49,057611019000035;08210216127100558270;1
73719;08;3;15;064;2021;02;10;4;3;6;4;0;1;1;0;0;0;0;422153,793726785108447;5313201,060310624539852;7,957073650000041;47,967381160000059;08210224311010575520;0
73723;08;3;15;132;2021;03;17;4;2;0;1;1;0;0;0;0;0;0;410163,383523335680366;5322742,295814601704478;7,794470413000056;48,051635568000052;08210310311100624330;0
73724;08;1;18;048;2021;02;16;3;3;6;4;1;0;1;0;0;0;0;512681,473818158730865;5417197,533859787508845;9,173060412000041;48,907590154000047;08210223118400600340;0
73742;08;2;37;028;2021;03;16;4;3;6;4;0;1;1;0;0;0;0;456572,201370935887098;5367811,510758893564343;8,412558212000022;48,461938715000031;08210317231000633960;0
73743;08;2;35;085;2021;02;11;5;3;0;1;1;0;0;0;0;0;0;482340,569334089756012;5394506,463515082374215;8,759983483000042;48,703342919000079;08210225235100585910;0
73747;08;2;26;084;2021;02;06;3;2;5;3;1;1;0;0;0;2;0;469233,378000000491738;5470464,229999545961618;8,576073662000056;49,386097290000066;08210216222014561260;0
73751;08;3;27;049;2021;02;16;5;2;6;4;0;1;1;0;0;0;0;472755,951963257975876;5324670,299113301560283;8,634247514000037;48,074724540000034;08210211327200567580;0
73759;08;3;26;006;2021;02;15;5;3;5;3;1;1;0;0;0;0;0;459946,498575136065483;5308579,189092792570591;8,463789065000071;47,929280186000028;08210225326100595210;0
73766;08;3;17;031;2021;02;05;5;3;5;3;1;1;0;0;0;2;0;416528,631999988108873;5358129,292999511584640;7,872904402000074;48,370810320000032;08210218317300560010;0
73772;08;4;35;034;2021;02;00;1;3;0;1;1;0;0;0;0;2;0;529653,504869882948697;5285629,320171646773815;9,395415004000029;47,723360251000031;08210228435100590790;0
73775;08;3;17;116;2021;02;12;4;2;5;3;1;1;0;0;0;0;0;433692,734381188638508;5387394,550143415108323;8,099985008000033;48,636096793000036;08210224317100594550;0
73791;08;1;19;041;2021;03;09;6;3;6;4;0;1;1;0;0;0;0;526312,546674489043653;5410187,411948701366782;9,358625846000052;48,844100510000033;08210305119400612090;1
73794;08;1;15;013;2021;03;11;4;3;6;4;0;1;1;0;0;0;0;495688,580910648219287;5389618,594759166240692;8,941452479000077;48,659606204000056;08210303115100605430;0
73797;08;2;12;000;2021;02;18;5;3;4;6;1;0;0;0;0;1;0;458930,981503715738654;5428914,601819792762399;8,438373523000053;49,011756182000056;08210225212010594300;0
73798;08;1;18;076;2021;03;17;2;3;0;1;1;0;0;0;0;0;0;504445,666000000201166;5423141,355999533087015;9,060733673000072;48,961172967000039;08210308118600621470;0
73802;08;2;22;000;2021;02;14;5;3;3;5;1;1;0;0;0;0;0;461980,323670828714967;5481480,939452677965164;8,475082996000026;49,484778103000053;08210225222700578720;0
73816;08;1;27;014;2021;02;06;5;2;6;2;0;0;1;0;0;2;1;578780,460025254637003;5443389,088061138987541;10,080083707000028;49,138276212000051;08210211127010551950;0
73823;08;1;11;000;2021;02;15;1;2;0;7;1;0;0;0;0;0;0;512538,644294003024697;5399690,488462619483471;9,170575861000032;48,750102398000081;08210221111210570040;0
73826;08;2;26;086;2021;02;15;1;3;5;3;1;1;0;0;0;0;0;491327,306413774378598;5466397,726477343589067;8,880587955000067;49,350234447000048;08210228226300587110;0
73828;08;2;15;109;2021;02;11;1;2;0;1;1;0;0;0;0;0;0;463652,576624622568488;5439265,718311322852969;8,502010154000061;49,105162592000056;08210214215102594500;2
73836;08;3;11;000;2021;02;17;4;3;3;2;1;1;0;0;0;0;0;414557,885240289382637;5317189,957581758499146;7,854535636000037;48,002293935000068;08210217311200586700;0
73838;08;1;25;065;2021;03;05;5;3;4;6;1;0;0;0;1;1;0;516892,660116001963615;5450243,590851692482829;9,231907583000066;49,204753929000049;08210318121500640540;1
73846;08;4;36;093;2021;02;17;2;2;5;3;1;0;0;0;1;0;0;543502,742488595657051;5311215,618375558406115;9,582651296000051;47,952774777000059;08210222436400571570;0
73867;08;1;19;090;2021;02;19;1;3;5;3;1;1;0;0;0;2;0;531933,923770554363728;5406703,816940916702151;9,434968764000075;48,812499621000029;08210228119400598380;0
73883;08;1;19;067;2021;02;13;7;3;9;1;1;0;0;0;0;0;0;538915,799894477240741;5406539,998274587094784;9,530048790000023;48,810627933000035;08210213119300550900;1
73884;08;1;17;026;2021;03;10;4;3;5;3;1;1;0;0;0;0;0;547778,596314852125943;5395434,092003170400858;9,649466944000039;48,710107475000029;08210303117300621030;0
73885;08;3;16;042;2021;02;15;5;2;8;1;1;0;0;0;0;0;0;428208,392469299025834;5329037,857131153345108;8,035520693000024;48,110554486000069;08210225316200586540;0
73890;08;4;25;141;2021;03;09;4;3;5;2;1;0;0;0;1;0;0;567215,381107068620622;5363198,558186138048768;9,908438177000050;48,418351520000044;08210303421300617820;1
73895;08;1;17;024;2021;02;18;4;2;6;4;0;1;1;0;0;2;0;561181,472903608344495;5386255,601849999278784;9,830280383000058;48,626374284000065;08210224117010576970;0
73896;08;3;17;096;2021;03;09;4;3;0;1;1;0;0;0;0;0;0;421747,516043851152062;5369713,716092444956303;7,941198701000076;48,475680801000067;08210317317500652840;0
73900;08;1;19;020;2021;03;20;5;2;5;2;1;1;0;0;0;2;0;519790,107187719084322;5406482,550189428031445;9,269550889000072;48,811014607000061;08210318119200640710;1
73901;08;3;17;098;2021;02;12;5;3;5;3;1;1;0;0;0;0;0;438134,580065623857081;5367266,567016711458564;8,163259209000046;48,455493551000075;08210225317100586810;0
73905;08;1;19;020;2021;02;10;4;3;6;3;0;1;1;0;0;0;0;519787,630355346016586;5406582,841858677566051;9,269521990000044;48,811916891000067;08210217119200557830;1
73906;08;2;16;033;2021;03;11;5;2;0;6;1;0;0;0;1;0;0;447107,567853435873985;5412920,847925998270512;8,278773942000043;48,866992207000067;08210304211000623310;0
73910;08;1;19;061;2021;02;16;4;2;5;3;1;0;0;0;1;0;0;539221,905241811648011;5412122,029309768229723;9,534752073000050;48,860821748000035;08210224119010596150;0
73912;08;1;17;018;2021;03;13;1;3;6;1;0;1;1;0;0;0;0;538395,210915979929268;5395814,825889889150858;9,521957761000067;48,714180800000065;08210307117400668400;0
73917;08;2;12;000;2021;03;09;4;3;6;6;1;0;1;0;0;0;0;455702,776346432045102;5427867,637932593002915;8,394343937000031;49,002115326000080;08210303212401614290;0
73920;08;2;16;043;2021;03;16;4;3;2;6;1;1;0;0;0;0;0;442074,202621074393392;5412094,379670258611441;8,210263920000045;48,859108447000040;08210310216100614470;0
73921;08;2;22;000;2021;02;17;3;3;5;5;1;1;0;0;0;0;0;462867,707619839347899;5480408,145069217309356;8,487434826000026;49,475183792000053;08210223222700593600;0
73928;08;2;15;082;2021;02;13;4;3;5;3;1;1;0;0;0;0;0;489381,787427844479680;5439405,141343193128705;8,854515380000066;49,107399186000066;08210224215302576370;0
73929;08;1;27;014;2021;03;07;2;3;5;3;1;1;0;0;0;0;0;577347,879565197974443;5442669,378707576543093;10,060308439000039;49,131985287000077;08210315127202636010;1
73936;08;4;36;009;2021;02;07;3;3;0;1;1;0;0;0;0;2;0;556367,022000002674758;5307546,288999497890472;9,754454119000059;47,918760392000081;08210216436400554590;2
73938;08;3;35;081;2021;03;18;5;2;0;1;1;0;0;0;0;0;0;489661,266565999947488;5296725,444707617163658;8,861872410000046;47,823796230000028;08210304335300606640;0
73940;08;3;17;110;2021;02;18;7;2;5;2;1;1;0;0;0;2;0;427309,051159930415452;5382196,036090251058340;8,014260256000057;48,588627121000059;08210213317100550630;0
