OBJECTID;UIDENTSTLA;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstig;LICHT;STRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
41269;08170201311010450210;08;3;36;050;2017;02;11;4;3;6;2;0;1;1;0;0;0;0;399638,778500000010000;5273876,335799999500000;7,664603559000057;47,610518475000049
41274;08170201311010384830;08;3;11;000;2017;02;12;4;3;6;2;0;1;1;0;0;0;0;414341,051900000020000;5316748,318699999700000;7,851717478000069;47,998292206000031
41278;08170201299200464540;08;2;12;000;2017;02;06;4;3;4;2;1;1;0;0;0;2;0;453056,498800000000000;5428761,584800000300000;8,358061525000039;49,009960830000068
41280;08170201231111424930;08;2;36;028;2017;02;16;4;3;6;4;0;1;1;0;0;2;1;494125,070000000010000;5422688,659000000000000;8,919747243000074;48,957088721000048
41283;08170201221000467040;08;2;26;098;2017;02;17;4;3;6;4;0;1;1;0;0;0;1;478162,441600000020000;5460826,012799999700000;8,699631227000054;49,299787606000052
41284;08170201221000466990;08;2;21;000;2017;02;08;4;3;5;3;1;1;0;0;0;0;0;477711,138500000000000;5472654,988199999600000;8,692761816000029;49,406172166000033
41288;08170206335010425380;08;3;35;063;2017;02;15;2;3;6;7;0;1;1;0;0;0;0;497621,393999999970000;5290682,313000000100000;8,968254430000059;47,769501814000080
41290;08170206317114401710;08;3;17;089;2017;02;16;2;3;5;3;1;1;0;0;0;0;0;428701,697999999970000;5376420,809999999600000;8,034132378000038;48,536838940000052
41294;08170201211010425610;08;3;17;110;2017;02;10;4;2;5;3;1;1;0;0;0;0;1;427574,407000000010000;5382546,138000000300000;8,017797076000022;48,591807010000082
41297;08170201126010434240;08;1;21;000;2017;02;08;4;2;6;7;0;1;1;0;0;0;0;515089,039099999990000;5442878,267400000200000;9,206870861000027;49,138547777000042
41299;08170201121600462290;08;1;25;110;2017;02;12;4;3;6;2;0;1;1;0;0;0;0;526051,132300000060000;5442564,126799999700000;9,357138536000036;49,135354939000081
41309;08170131436100374040;08;4;36;055;2017;01;18;3;3;5;3;1;1;0;0;0;0;1;576830,443300000040000;5297268,222000000100000;10,026483089000067;47,824173665000046
41326;08170131335010373740;08;4;36;009;2017;01;18;3;2;6;4;0;1;1;0;0;2;1;556575,129199999970000;5308371,056400000100000;9,757347617000050;47,926162098000077
41327;08170131335010373670;08;4;36;082;2017;01;15;3;2;0;1;1;0;0;0;0;0;1;547894,427099999970000;5295982,097000000100000;9,639777492000064;47,815408288000071
41331;08170131317500377170;08;3;17;096;2017;01;17;3;3;5;3;1;1;0;0;0;1;1;423729,620999999980000;5370664,690999999600000;7,967839593000065;48,484478363000051
41333;08170131317300375920;08;3;17;065;2017;01;17;3;2;6;4;0;1;1;0;0;2;1;416197,893800000020000;5354472,896099999500000;7,869167531000073;48,337877655000057
41335;08170131316100377690;08;3;16;011;2017;01;15;3;3;5;3;1;1;0;0;0;0;0;415132,395699999990000;5329551,202100000300000;7,859783261000075;48,113563771000031
41357;08170131126100372110;08;1;26;046;2017;01;05;3;3;4;2;1;1;0;0;0;2;1;546141,804000000000000;5461459,794999999900000;9,634723396000027;49,304135850000080
41363;08170131116010372980;08;1;16;049;2017;01;18;3;3;6;4;0;1;1;0;0;2;1;524408,852799999990000;5387759,330600000000000;9,331351029000075;48,642418240000040
41365;08170131111330374180;08;1;11;000;2017;01;17;3;3;6;7;0;1;1;0;0;2;1;511495,844300000000000;5410503,228099999900000;9,156692331000045;48,847392831000036
41369;08170130436500376040;08;4;35;057;2017;01;19;2;2;6;4;0;1;1;0;0;2;1;543031,569999999950000;5279223,086000000100000;9,573165199000073;47,664968685000076
41370;08170130436500374770;08;4;35;016;2017;01;19;2;2;6;4;0;1;1;0;0;2;1;534391,604300000010000;5278024,420199999600000;9,457993869000063;47,654700930000047
41377;08170130415100371800;08;4;15;050;2017;01;07;2;3;0;1;1;0;0;0;0;2;2;521414,402000000000000;5376706,945000000300000;9,290132008000057;48,543099199000039
41382;08170130335010375800;08;4;36;081;2017;01;13;2;3;6;4;0;1;1;0;0;0;1;561358,552999999960000;5283799,587000000300000;9,817895690000057;47,704663380000056
41390;08170206212702440100;08;2;15;017;2017;02;17;2;3;2;3;1;1;0;0;0;0;0;457713,808100000020000;5420561,019100000200000;8,422597809000024;48,936531828000057
41396;08170130235010375850;08;2;31;000;2017;01;16;2;2;6;4;0;1;1;0;0;0;1;477931,643999999970000;5414091,659000000000000;8,699008745000072;48,879387399000052
41399;08170130222500374860;08;2;22;000;2017;01;18;2;3;6;4;0;1;1;0;0;2;1;463440,425899999970000;5477958,000099999800000;8,495566461000067;49,453180623000037
41403;08170130212102371150;08;2;12;000;2017;01;07;2;3;3;6;1;0;0;1;0;1;1;460115,507999999970000;5425812,565399999700000;8,454875951000076;48,983930411000074
41407;08170130136010372440;08;1;36;028;2017;01;07;2;3;6;4;0;1;1;0;0;1;1;567713,567000000040000;5405040,247000000400000;9,921996800000045;48,794667353000079
41416;08170215325102412860;08;3;25;045;2017;02;08;4;3;6;4;0;1;1;0;0;0;0;465867,440200000010000;5347598,204500000000000;8,539929859000040;48,280666597000049
41417;08170215317100453970;08;3;17;001;2017;02;11;4;3;5;3;1;1;0;0;0;0;0;432190,221000000020000;5386640,940999999600000;8,079716806000022;48,629156900000055
41436;08170215221000467330;08;2;21;000;2017;02;18;4;3;8;1;0;0;1;1;0;2;0;476629,607499999980000;5471540,661100000100000;8,677919382000027;49,396108392000031
41443;08170215136010392310;08;1;36;028;2017;02;15;4;2;5;3;1;1;0;0;0;0;0;569081,585800000000000;5405722,495600000000000;9,940736078000043;48,800653496000052
41451;08170215119010463140;08;1;19;084;2017;02;05;4;2;5;2;1;1;0;0;0;2;1;542280,542000000020000;5411579,328999999900000;9,576395393000041;48,855739012000072
41452;08170215119010463100;08;1;19;018;2017;02;11;4;2;6;7;0;1;1;0;0;0;0;528550,674800000040000;5419413,224399999700000;9,389774076000037;48,926993198000048
41453;08170215118200452340;08;1;18;080;2017;02;18;4;3;4;2;1;0;0;0;1;2;0;506237,621600000010000;5410502,940600000300000;9,085021051000069;48,847465372000045
41457;08170215117010406250;08;1;17;024;2017;02;05;4;2;6;4;0;1;1;0;0;2;1;560130,991999999970000;5385060,460000000000000;9,815852772000028;48,615725509000072
41458;08170215116400417290;08;1;16;033;2017;02;11;4;3;5;3;1;1;0;0;0;0;0;531472,879199999970000;5389273,873300000100000;9,427358082000069;48,655727169000045
41488;08170214325010465870;08;4;17;079;2017;02;15;3;3;6;4;0;1;1;0;0;0;0;501009,516400000020000;5344681,408099999700000;9,013600457000052;48,255344320000063
41493;08170214317114401690;08;3;17;089;2017;02;11;3;3;5;3;1;1;0;0;0;0;0;431946,961799999990000;5377395,198499999900000;8,077930224000056;48,545964142000059
41494;08170214317000466480;08;3;17;089;2017;02;11;3;2;6;7;0;0;1;0;1;0;0;431483,158200000010000;5376068,831799999800000;8,071865033000051;48,533982769000033
41499;08170214299200464400;08;2;12;000;2017;02;17;3;3;0;7;1;1;0;0;0;1;0;455981,532000000010000;5429415,252000000300000;8,397987204000060;49,016056219000063
41501;08170214299200463820;08;2;12;000;2017;02;18;3;2;4;2;1;1;0;0;0;2;0;455632,484000000000000;5432716,114900000400000;8,392852577000042;49,045722685000044
41508;08170216317500426350;08;3;17;096;2017;02;18;5;3;6;4;0;1;1;0;0;2;0;421522,785500000000000;5368816,562400000200000;7,938326889000052;48,467582984000046
41511;08170214216100460470;08;2;16;043;2017;02;07;3;3;6;2;0;1;1;0;0;0;0;442049,523099999990000;5412082,112499999800000;8,209929220000049;48,858995799000070
41521;08170214212302394620;08;2;12;000;2017;02;00;3;3;0;7;1;0;0;0;0;2;0;454198,226499999990000;5428273,815200000100000;8,373728353000047;49,005659110000067
41526;08170214136300443810;08;1;36;065;2017;02;07;3;3;5;3;1;1;0;0;0;1;0;554703,636599999970000;5405421,932000000000000;9,744920222000076;48,799381474000029
41529;08170214135010448680;08;4;25;072;2017;02;16;3;3;5;2;1;1;0;0;0;0;0;583199,422999999950000;5372774,881000000100000;10,126332856000033;48,502579848000039
41533;08170217311010418790;08;3;11;000;2017;02;15;6;3;3;2;1;1;0;0;0;0;0;412687,382999999970000;5318253,213999999700000;7,829247988000077;48,011605480000071
41534;08170214128010431410;08;2;25;118;2017;02;16;3;2;6;1;0;1;1;0;0;0;0;505549,134000000020000;5478988,813900000400000;9,076580576000026;49,463527347000081
41551;08170214118100438600;08;1;18;079;2017;02;18;3;2;6;2;0;1;1;0;0;2;0;509283,541800000010000;5422807,088200000100000;9,126817702000039;48,958112281000069
41552;08170214118100438580;08;1;18;079;2017;02;17;3;3;5;2;1;1;0;0;0;1;0;510189,330000000020000;5422925,872999999700000;9,139194147000069;48,959166562000064
41569;08170217299200464320;08;2;12;000;2017;02;10;6;3;4;2;1;1;0;0;0;0;1;456377,893300000000000;5425942,570200000000000;8,403780664000067;48,984847155000068
41570;08170213416010436810;08;4;15;061;2017;02;07;2;3;6;6;1;0;1;0;0;0;0;514730,116199999990000;5371153,082499999600000;9,199374821000049;48,493327482000041
41577;08170213337010437860;08;3;37;096;2017;02;07;2;3;5;3;1;1;0;0;0;2;0;421089,969700000020000;5267735,837799999900000;7,951079142000026;47,558243948000040
41586;08170213317314438340;08;3;17;150;2017;02;08;2;3;5;3;1;1;1;0;0;0;0;408107,317300000000000;5355911,994900000300000;7,759703995000052;48,349696723000079
41598;08170213222700431110;08;2;22;000;2017;02;19;2;3;6;4;0;1;1;0;0;2;0;461612,571200000010000;5481132,603199999800000;8,470039682000049;49,481621851000057
41603;08170216136010392330;08;1;36;068;2017;02;16;5;2;0;1;1;0;0;0;0;0;0;595641,536300000040000;5428499,645899999900000;10,307672574000037;49,001979630000051
41612;08170213116010409770;08;1;16;080;2017;02;20;2;2;6;4;0;1;1;0;0;2;0;522179,072900000030000;5395478,400600000300000;9,301496246000056;48,711942078000050
41615;08170212437100379290;08;4;37;100;2017;02;18;1;3;6;4;0;1;1;0;0;2;1;537535,818199999980000;5318168,814000000200000;9,503344934000040;48,015709343000026
41622;08170212426010435450;08;4;25;033;2017;02;18;1;3;6;4;0;1;1;0;0;2;1;553072,175000000050000;5348739,923999999600000;9,715482212000040;48,289632997000069
41638;08170212222400382740;08;2;22;000;2017;02;10;1;3;0;7;1;0;0;0;0;0;1;468408,941999999980000;5479405,826000000400000;8,564002171000027;49,466481955000063
41643;08170216118400453700;08;1;18;048;2017;02;08;5;3;6;2;0;1;1;0;0;0;0;512668,978000000000000;5417223,148000000000000;9,172890681000069;48,907820828000069
41650;08170212212102406930;08;2;12;000;2017;02;15;1;3;5;3;1;1;0;0;0;0;0;460101,694499999980000;5427846,989799999600000;8,454487387000029;49,002229612000065
41654;08170212127202392540;08;1;27;046;2017;02;18;1;2;0;7;0;1;1;0;0;2;0;570033,272899999980000;5447582,903099999800000;9,960907614000064;49,177055294000070
41676;08170211327200439160;08;3;27;049;2017;02;14;7;3;6;4;0;1;1;0;0;0;0;472618,228400000020000;5324566,675200000400000;8,632405249000044;48,073786348000056
41681;08170211316100444670;08;3;16;011;2017;02;13;7;3;0;1;1;0;0;0;0;0;0;416468,946200000010000;5329567,305900000000000;7,877733384000067;48,113885369000059
41683;08170211311010384960;08;3;11;000;2017;02;18;7;3;5;4;0;1;1;0;0;2;1;415887,572300000000000;5315594,087799999900000;7,872671029000060;47,988114721000045
41686;08170211231302398590;08;2;31;000;2017;02;13;7;3;6;4;0;1;1;0;0;0;0;477653,448700000010000;5415382,819100000000000;8,695143891000043;48,890992282000070
41691;08170211136010392340;08;1;36;088;2017;02;18;7;3;6;6;0;0;1;0;1;1;0;575093,315100000010000;5412577,731499999800000;10,023844905000033;48,861615397000037
41696;08170211118400421680;08;1;18;048;2017;02;12;7;3;5;2;1;1;0;0;0;0;0;513003,487000000020000;5415292,068099999800000;9,177394143000072;48,890442418000077
41698;08170211117400379650;08;1;17;026;2017;02;11;7;3;5;3;1;1;0;0;0;0;0;545710,836400000030000;5395614,364500000100000;9,621381076000034;48,711884126000029
41705;08170210416010436650;08;4;15;061;2017;02;08;6;3;3;2;1;1;0;0;0;0;0;516260,986299999990000;5372318,526200000200000;9,220140668000056;48,503774452000073
41734;08170217215402408330;08;2;15;009;2017;02;19;6;3;0;1;1;0;0;0;0;2;1;470710,189000000010000;5436656,725100000400000;8,598891638000055;49,082070662000035
41735;08170217299200464290;08;2;12;000;2017;02;10;6;2;0;7;1;0;0;0;0;0;1;459739,005400000020000;5427940,775399999700000;8,449519434000024;49,003049681000050
41738;08170210128010431440;08;1;28;131;2017;02;19;6;2;6;4;0;1;1;0;0;2;0;537249,536899999950000;5511936,171600000000000;9,517175810000026;49,758748713000045
41740;08170215436300435280;08;4;36;081;2017;02;07;4;3;6;2;0;1;1;0;0;0;0;563044,519500000050000;5280938,237300000200000;9,839953292000075;47,678758291000065
41746;08170210121200399260;08;1;21;000;2017;02;10;6;3;5;3;1;1;0;0;0;0;0;515855,729899999980000;5442477,444299999600000;9,217366354000035;49,134922927000048
41747;08170210121200399220;08;1;21;000;2017;02;23;6;3;0;7;0;1;1;0;0;2;0;516719,517899999980000;5442658,119800000500000;9,229215429000021;49,136525263000067
41750;08170210119200455330;08;1;19;020;2017;02;15;6;3;6;4;0;1;1;0;0;0;0;519294,636000000000000;5408813,104600000200000;9,262912038000025;48,831995395000035
41753;08170210117010406420;08;1;17;026;2017;02;13;6;3;6;4;0;1;1;0;0;0;0;547786,090399999990000;5395066,377700000100000;9,649526232000028;48,706799129000046
41760;08170210116010379120;08;1;16;080;2017;02;06;6;2;2;6;1;1;0;0;0;2;0;517581,052000000030000;5395568,608000000000000;9,238996494000048;48,712900181000066
41762;08170210111500457670;08;1;11;000;2017;02;07;6;2;6;4;0;1;1;0;0;1;0;512722,384399999980000;5405165,377000000300000;9,173244834000059;48,799350378000042
41767;08170215416010436730;08;4;15;061;2017;02;18;4;3;6;4;0;1;1;0;0;2;0;515660,999000000010000;5372214,859899999600000;9,212014230000023;48,502857083000038
41779;08170209337010437810;08;3;37;053;2017;02;12;5;3;6;4;0;1;1;0;0;0;0;457442,259000000020000;5268715,899000000200000;8,434166617000074;47,570463207000046
41782;08170209335010466860;08;3;35;079;2017;02;17;5;2;5;3;1;1;0;0;0;1;0;499910,403999999980000;5299063,123999999800000;8,998802494000074;47,844912468000075
41784;08170209325302389820;08;3;25;053;2017;02;17;5;3;6;4;0;1;1;0;0;1;0;454304,350199999990000;5341302,514200000100000;8,384759845000076;48,223299760000032
41788;08170209237200404350;08;2;37;030;2017;02;07;5;3;6;4;0;1;1;0;0;0;0;463997,923699999980000;5365749,154799999700000;8,513178155000048;48,443854306000048
41789;08170209235010427430;08;2;31;000;2017;02;08;5;2;0;7;1;1;0;0;0;0;0;477647,426700000010000;5415211,449799999600000;8,695071113000040;48,889450485000054
41794;08170217118200460530;08;1;18;080;2017;02;15;6;3;3;6;1;1;0;0;0;0;0;506498,630000000000000;5410237,189000000200000;9,088574470000026;48,845072033000065
41811;08170209118010399390;08;1;18;027;2017;02;17;5;3;3;6;1;1;0;0;0;1;0;501116,867700000000000;5413895,370799999700000;9,015232580000031;48,878013445000079
41813;08170209116100412520;08;1;16;014;2017;02;15;5;3;5;3;1;1;0;0;0;0;0;529463,483099999950000;5395676,704099999700000;9,400530471000025;48,713424333000034
41823;08170208416010436740;08;4;15;050;2017;02;06;4;3;6;4;0;1;1;0;0;0;0;522708,131700000030000;5375179,729600000200000;9,307576550000022;48,529314538000051
41826;08170208335100396870;08;3;35;043;2017;02;18;4;3;5;2;1;0;0;0;1;1;0;513529,890300000030000;5280255,263799999800000;9,180249492000030;47,675545956000065
41835;08170208299200464440;08;2;12;000;2017;02;07;4;2;4;6;1;0;0;0;0;2;0;458948,646599999980000;5428164,549800000200000;8,438690930000064;49,005010511000080
41850;08170208126010434310;08;1;21;000;2017;02;18;4;2;6;4;0;1;1;0;0;2;0;514396,891100000010000;5443232,562099999700000;9,197394222000071;49,141751391000071
41854;08170208119010463110;08;1;19;086;2017;02;12;4;2;5;3;1;1;0;0;0;0;0;535180,692999999970000;5405810,683000000200000;9,479114589000062;48,804289995000033
41864;08170215335100396920;08;3;35;043;2017;02;01;4;3;0;1;1;0;0;0;0;2;0;512264,524299999990000;5279860,500699999700000;9,163380872000062;47,672019254000077
41866;08170208115400453820;08;1;15;045;2017;02;17;4;3;6;4;0;1;1;0;0;1;0;497728,839500000000000;5396165,946200000100000;8,969122460000051;48,718517601000030
41870;08170208111110385550;08;1;11;000;2017;02;19;4;3;6;2;1;0;1;0;0;2;0;513428,465000000030000;5402566,392000000000000;9,182774783000070;48,775955308000050
41876;08170207335200457350;08;3;35;063;2017;02;08;3;3;0;7;1;0;0;0;0;0;0;496580,050600000020000;5288174,604299999800000;8,954376091000029;47,746933856000055
41888;08170225311010392840;08;3;11;000;2017;02;13;7;3;3;3;1;1;0;0;0;0;0;414572,756799999970000;5318026,922899999700000;7,854568264000022;48,009824742000035
41906;08170225211100396670;08;2;11;000;2017;02;22;7;2;6;7;0;1;1;0;0;2;0;444493,340000000030000;5400342,610000000300000;8,244831348000048;48,753620854000076
41915;08170225117010406440;08;1;17;051;2017;02;09;7;2;0;6;1;1;0;0;0;0;0;540863,948800000010000;5397016,037800000000000;9,555636043000050;48,724829548000059
41917;08170225111500403400;08;1;11;000;2017;02;16;7;2;2;2;1;1;0;0;0;0;0;513371,808100000020000;5401489,676699999700000;9,181968625000025;48,766270472000031
41938;08170224311010444930;08;3;11;000;2017;02;08;6;3;0;1;1;0;0;0;0;0;0;411617,250699999980000;5319290,521700000400000;7,814688152000031;48,020789190000073
41946;08170301111500500550;08;1;11;000;2017;03;17;4;3;5;3;1;1;0;0;0;0;1;513047,906699999990000;5403350,132199999900000;9,177619906000075;48,783013869000058
41949;08170227235114423610;08;2;35;079;2017;02;16;2;3;0;7;1;0;0;0;0;1;0;467294,215399999990000;5399745,385700000500000;8,555071746000067;48,749863597000058
41957;08170224222014455900;08;2;22;000;2017;02;07;6;3;5;2;1;1;0;0;0;0;0;460591,761000000000000;5481732,953999999900000;8,455887640000071;49,486956257000031
41959;08170224221000467190;08;2;21;000;2017;02;09;6;3;3;2;1;0;0;0;1;0;0;476551,314599999980000;5472948,110600000200000;8,676757311000074;49,408765169000048
41974;08170224118010399470;08;1;18;047;2017;02;11;6;2;6;4;0;0;1;0;1;0;0;506727,537000000010000;5426437,934299999800000;9,091961545000061;48,990807184000062
41976;08170224116500405600;08;1;16;049;2017;02;14;6;3;5;3;1;1;0;0;0;0;0;525296,297799999940000;5385345,408699999600000;9,343250576000060;48,620667234000052
41978;08170224115200443350;08;1;15;021;2017;02;19;6;3;6;2;0;1;1;0;0;2;1;490110,386600000030000;5382331,715300000300000;8,865876589000038;48,593988738000064
41984;08170223436210466560;08;4;36;079;2017;02;13;5;3;6;4;0;1;1;0;0;0;0;555526,962000000060000;5288547,358000000000000;9,740774375000058;47,747906135000051
41989;08170223435115413990;08;4;35;016;2017;02;15;5;3;5;3;1;1;0;0;0;0;0;539900,312799999960000;5285718,593299999800000;9,532054061000054;47,723611348000077
41990;08170223416010436980;08;4;15;061;2017;02;17;5;2;5;3;1;1;0;0;0;0;0;514864,981000000030000;5373685,975999999800000;9,201290442000072;48,516111073000047
42008;08170223311010450100;08;3;36;019;2017;02;16;5;3;5;2;1;1;0;0;0;0;0;394455,753000000030000;5276392,451000000400000;7,595053219000022;47,632327690000068
42010;08170223311010419910;08;3;15;048;2017;02;16;5;2;0;7;0;1;1;0;0;0;0;394988,014499999990000;5308157,358500000100000;7,594455853000056;47,918134652000049
42027;08170223211010425490;08;2;11;000;2017;02;14;5;2;3;2;1;1;0;0;0;0;0;441454,044999999980000;5403703,026499999700000;8,203007526000022;48,783569805000070
42034;08170223135010448710;08;1;35;019;2017;02;18;5;2;6;4;0;1;1;0;0;2;0;585048,861999999960000;5392267,861999999700000;10,155355518000022;48,677660510000067
42037;08170223119113441810;08;1;19;044;2017;02;18;5;3;6;4;0;0;1;0;1;1;0;542303,015600000040000;5425625,553200000000000;9,578158216000077;48,982087288000059
42038;08170223117300407610;08;1;17;026;2017;02;18;5;3;3;2;1;0;0;0;1;2;0;547638,793900000050000;5394624,266699999600000;9,647473237000042;48,702833386000066
